published_utc,run_date,comp,fixture_id,kickoff_utc,league,home,away,model,p_HOME_WIN,p_DRAW,p_AWAY_WIN,p_OVER_1_5,p_OVER_2_5,p_UNDER_2_5,p_UNDER_3_5,p_BTTS,p_GOALS_1_3,p_GOALS_2_3,p_UPSET,backed
2026-09-19T07:48:19Z,2026-09-19,leagues,1551110,2026-09-19T16:00:00Z,Bulgaria_First_League,Arda Kardzhali,Cherno More Varna,v3/binary,0.5236,0.1186,0.3578,0.7409,0.4570,0.5377,0.6898,0.3443,0.5699,0.3786,0.3739,
2026-09-19T07:48:19Z,2026-09-19,leagues,1560028,2026-09-19T13:00:00Z,Czech_First_League,Artis,Slovan Liberec,v3/binary,0.1193,0.1550,0.7256,0.6651,0.4573,0.5275,0.8093,0.4096,0.7299,0.4665,0.3164,
2026-09-19T07:48:19Z,2026-09-19,leagues,1495951,2026-09-19T14:00:00Z,OBOS_ligaen,Asane,Bryne,v3/binary,0.1095,0.1968,0.6937,0.9213,0.7148,0.2777,0.5993,0.5481,0.5427,0.4884,0.3300,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1601534,2026-09-19T17:30:00Z,Serie_B_Italy,Ascoli,Avellino,v3/binary,0.6441,0.1785,0.1805,0.7824,0.4465,0.5436,0.8537,0.4495,0.8144,0.5959,0.1925,HOME_WIN
2026-09-19T07:48:19Z,2026-09-19,leagues,1559164,2026-09-19T18:00:00Z,Belgium_Challenger_Pro,AS Eupen,Liège,v3/binary,0.5883,0.3211,0.0905,0.7181,0.4567,0.5478,0.6520,0.5048,0.5645,0.4148,0.1570,
2026-09-19T07:48:19Z,2026-09-19,leagues,1550128,2026-09-19T16:00:00Z,Serie_A_Italy,AS Roma,Inter,v3/binary,0.3186,0.4028,0.2874,0.9485,0.5725,0.4132,0.6855,0.6672,0.6504,0.6066,0.1537,DRAW
2026-09-19T07:48:19Z,2026-09-19,leagues,1570393,2026-09-19T14:15:00Z,La_Liga,Athletic Club,Alaves,v3/binary,0.6747,0.2241,0.1764,0.8117,0.5831,0.3976,0.6223,0.7208,0.6414,0.4638,0.2893,HOME_WIN
2026-09-19T07:48:19Z,2026-09-19,leagues,1520880,2026-09-19T21:30:00Z,Serie_B_Brazil,Athletic Club,Botafogo SP,v3/binary,0.4990,0.3503,0.1507,0.6784,0.3093,0.6824,0.7960,0.5515,0.7365,0.4519,0.3159,
2026-09-19T07:48:19Z,2026-09-19,leagues,1550968,2026-09-19T23:00:00Z,Liga_MX,Atlas,U.N.A.M. - Pumas,v3/binary,0.1921,0.3237,0.4841,0.5661,0.3268,0.6758,0.8388,0.3864,0.6193,0.3184,0.3902,
2026-09-19T07:48:19Z,2026-09-19,leagues,1492381,2026-09-19T19:00:00Z,Serie_A_Brazil,Atletico-MG,Chapecoense-sc,v3/binary,0.5547,0.3275,0.1178,0.9454,0.5897,0.3914,0.5118,0.5510,0.5858,0.4820,0.1738,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1550969,2026-09-19T23:00:00Z,Liga_MX,Atletico San Luis,Necaxa,v3/binary,0.3840,0.3722,0.2438,0.7876,0.5080,0.4830,0.8329,0.6072,0.6871,0.6398,0.3271,
2026-09-19T07:48:19Z,2026-09-19,leagues,1593318,2026-09-19T16:00:00Z,Super_League_Greece,Atromitos,Kifisia,v3/binary,0.3060,0.3587,0.3353,0.7005,0.6017,0.3537,0.7834,0.5299,0.5046,0.4564,0.2042,
2026-09-19T07:48:19Z,2026-09-19,leagues,1561930,2026-09-19T15:00:00Z,Austrian_Bundesliga,Austria Lustenau,SCR Altach,v3/binary,0.4470,0.2947,0.2583,0.8757,0.7079,0.3032,0.6020,0.5830,0.5961,0.5136,0.3179,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1556071,2026-09-19T09:00:00Z,J1_League,Avispa Fukuoka,Sanfrecce Hiroshima,v3/binary,0.2792,0.3253,0.3956,0.5624,0.4162,0.5838,0.8994,0.3820,0.7189,0.5097,0.1665,
2026-09-19T07:48:19Z,2026-09-19,leagues,1563756,2026-09-19T14:00:00Z,League_Two,Barnet,Fleetwood Town,v3/binary,0.4366,0.3263,0.2372,0.7912,0.6183,0.3792,0.5806,0.6582,0.5764,0.4071,0.2346,
2026-09-19T07:48:19Z,2026-09-19,leagues,1564308,2026-09-19T11:30:00Z,League_One,Barnsley,Leicester,v3/binary,0.1371,0.3905,0.4725,0.7002,0.4905,0.4950,0.6546,0.5921,0.5376,0.3276,0.2655,
2026-09-19T07:48:19Z,2026-09-19,leagues,1584413,2026-09-19T17:00:00Z,Super_Lig_Turkey,Başakşehir,Gençlerbirliği S.K.,v3/binary,0.6462,0.2717,0.0821,0.7779,0.5985,0.4038,0.7577,0.4482,0.6448,0.5277,0.0995,
2026-09-19T07:48:19Z,2026-09-19,leagues,1585761,2026-09-19T17:00:00Z,1_Lig_Turkey,Batman Petrolspor,Bursaspor,v3/binary,0.2904,0.1942,0.5154,0.7634,0.5496,0.4596,0.5472,0.4363,0.5284,0.3528,0.3341,
2026-09-19T07:48:19Z,2026-09-19,leagues,1555507,2026-09-19T17:30:00Z,Israeli_Premier_League,Beitar Jerusalem,Hapoel Haifa,v3/binary,0.5374,0.4049,0.0578,0.8156,0.5215,0.4644,0.6741,0.6125,0.5545,0.5130,0.1974,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1563167,2026-09-19T14:00:00Z,Championship,Birmingham,Middlesbrough,v3/binary,0.3265,0.4157,0.2484,0.6777,0.4511,0.5204,0.7441,0.6991,0.7277,0.4804,0.3283,DRAW
2026-09-19T07:48:19Z,2026-09-19,leagues,1564309,2026-09-19T14:00:00Z,League_One,Blackpool,Plymouth,v3/binary,0.3995,0.2389,0.3616,0.6602,0.5771,0.4114,0.6006,0.6217,0.5196,0.3087,0.3096,
2026-09-19T07:48:19Z,2026-09-19,leagues,1550129,2026-09-19T13:00:00Z,Serie_A_Italy,Bologna,Torino,v3/binary,0.4710,0.2806,0.2485,0.7085,0.4766,0.4888,0.7098,0.4819,0.6066,0.4672,0.3211,
2026-09-19T07:48:19Z,2026-09-19,leagues,1575174,2026-09-19T13:30:00Z,Germany_Bundesliga,Borussia Mönchengladbach,FSV Mainz 05,v3/binary,0.2284,0.3220,0.4496,0.8294,0.5997,0.4336,0.6631,0.6656,0.5241,0.3930,0.3897,
2026-09-19T07:48:19Z,2026-09-19,leagues,1639780,2026-09-19T15:00:00Z,Primera_Division_Uruguay,Boston River,Progreso,v3/binary,0.4653,0.3572,0.1775,0.6742,0.5108,0.4948,0.6429,0.4709,0.5262,0.3238,0.1404,
2026-09-19T07:48:19Z,2026-09-19,leagues,1552478,2026-09-19T12:00:00Z,Ligue_2,Boulogne,Nantes,v3/binary,0.2077,0.3860,0.4064,0.5184,0.3651,0.6284,0.9089,0.3704,0.5840,0.3208,0.3305,
2026-09-19T07:48:19Z,2026-09-19,leagues,1557409,2026-09-19T14:00:00Z,Premier_League,Brighton,Arsenal,v3/binary,0.2848,0.1113,0.6039,0.6453,0.5331,0.4599,0.8053,0.4320,0.7622,0.5562,0.1667,
2026-09-19T07:48:19Z,2026-09-19,leagues,1564310,2026-09-19T14:00:00Z,League_One,Bromley,Huddersfield,v3/binary,0.1768,0.3561,0.4672,0.7871,0.6429,0.3367,0.5208,0.6398,0.4577,0.3514,0.0839,
2026-09-19T07:48:19Z,2026-09-19,leagues,1493691,2026-09-19T23:00:00Z,USL_Championship,Brooklyn,FC Tulsa,v3/binary,0.2239,0.3675,0.4086,0.5782,0.3918,0.6000,0.8343,0.3410,0.6222,0.3917,0.2191,
2026-09-19T07:48:19Z,2026-09-19,leagues,1555396,2026-09-19T16:00:00Z,Swiss_Super_League,BSC Young Boys,Servette FC,v3/binary,0.5071,0.2848,0.2081,0.9500,0.7735,0.2863,0.5455,0.6488,0.5618,0.4683,0.1207,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1563169,2026-09-19T14:00:00Z,Championship,Burnley,Derby,v3/binary,0.7307,0.1535,0.1158,0.6163,0.4112,0.5539,0.7698,0.4833,0.6962,0.3525,0.0531,
2026-09-19T07:48:19Z,2026-09-19,leagues,1564311,2026-09-19T11:30:00Z,League_One,Burton Albion,Mansfield Town,v3/binary,0.2514,0.4440,0.3046,0.6116,0.3775,0.6128,0.7976,0.5654,0.5475,0.4157,0.3236,
2026-09-19T07:48:19Z,2026-09-19,leagues,1569929,2026-09-19T19:00:00Z,Spanish_Segunda,Cadiz,Girona,v3/binary,0.1819,0.3082,0.5099,0.6723,0.3999,0.5812,0.8472,0.5219,0.8160,0.5090,0.3698,
2026-09-19T07:48:19Z,2026-09-19,leagues,1563170,2026-09-19T11:30:00Z,Championship,Cardiff,Charlton,v3/binary,0.4524,0.2822,0.2654,0.8302,0.4440,0.5141,0.7880,0.6544,0.7255,0.5999,0.2111,
2026-09-19T07:48:19Z,2026-09-19,leagues,1601535,2026-09-19T13:00:00Z,Serie_B_Italy,Carrarese,Benevento,v3/binary,0.3537,0.3083,0.3381,0.7840,0.4790,0.5063,0.7936,0.4808,0.6901,0.5478,0.2198,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1569930,2026-09-19T16:30:00Z,Spanish_Segunda,Castellón,Tenerife,v3/binary,0.4997,0.3817,0.1186,0.6738,0.3944,0.5830,0.8049,0.5690,0.6495,0.4698,0.2018,
2026-09-19T07:48:19Z,2026-09-19,leagues,1570395,2026-09-19T16:30:00Z,La_Liga,Celta Vigo,Racing Santander,v3/binary,0.5572,0.1569,0.2859,0.7811,0.6800,0.3190,0.5410,0.7314,0.4700,0.3260,0.3301,
2026-09-19T07:48:19Z,2026-09-19,leagues,1639781,2026-09-19T18:30:00Z,Primera_Division_Uruguay,Cerro,Penarol,v3/binary,0.2618,0.2710,0.4672,0.6487,0.4402,0.5893,0.8314,0.3023,0.6512,0.4563,0.1587,
2026-09-19T07:48:19Z,2026-09-19,leagues,1490483,2026-09-19T23:30:00Z,MLS,CF Montreal,Columbus Crew,v3/binary,0.3897,0.2795,0.3309,0.8535,0.5182,0.4952,0.6887,0.6011,0.6837,0.5672,0.3680,
2026-09-19T07:48:19Z,2026-09-19,leagues,1565255,2026-09-19T14:30:00Z,Romania_Liga1,CFR 1907 Cluj,FC Botosani,v3/binary,0.4830,0.4420,0.0749,0.8469,0.4721,0.5459,0.6594,0.7286,0.5751,0.5063,0.1750,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1558637,2026-09-19T16:15:00Z,Belgium_Pro_League,Charleroi,Cercle Brugge,v3/binary,0.4449,0.1878,0.3674,0.9283,0.6902,0.2981,0.6048,0.7290,0.5721,0.5137,0.3827,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1493692,2026-09-19T23:00:00Z,USL_Championship,Charleston Battery,Monterey Bay,v3/binary,0.7269,0.2056,0.0674,0.8022,0.6703,0.3219,0.5210,0.4012,0.5021,0.3711,0.0588,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1494000,2026-09-19T23:00:00Z,USL_League_One,Chattanooga Red Wolves,Portland Hearts of Pine,v3/binary,0.4242,0.2337,0.3421,0.8412,0.7092,0.2931,0.5201,0.6891,0.4974,0.3955,0.1563,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1563757,2026-09-19T14:00:00Z,League_Two,Chesterfield,York,v3/binary,0.3529,0.3046,0.3425,0.6426,0.4209,0.6056,0.8140,0.5272,0.7371,0.4897,0.3725,
2026-09-19T07:48:19Z,2026-09-19,leagues,1561661,2026-09-19T15:00:00Z,Polish_2_Liga,Chojniczanka Chojnice,Olimpia Grudziądz,v3/binary,0.3163,0.2730,0.4107,0.9133,0.6910,0.3120,0.5208,0.7174,0.4284,0.3754,0.2297,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1563758,2026-09-19T14:00:00Z,League_Two,Colchester,Cheltenham,v3/binary,0.5834,0.1648,0.2518,0.6677,0.5498,0.4873,0.5834,0.5666,0.6031,0.3095,0.2326,
2026-09-19T07:48:19Z,2026-09-19,leagues,1574734,2026-09-19T12:45:00Z,Championnat_National,Concarneau,Caen,v3/binary,0.2123,0.4828,0.3226,0.7623,0.4474,0.5469,0.8008,0.4740,0.6070,0.5738,0.2128,DRAW
2026-09-19T07:48:19Z,2026-09-19,leagues,1584414,2026-09-19T14:00:00Z,Super_Lig_Turkey,Çorum FK,Alanyaspor,v3/binary,0.4518,0.3605,0.1822,0.7470,0.3447,0.6705,0.6356,0.5303,0.6205,0.3803,0.2977,DRAW
2026-09-19T07:48:19Z,2026-09-19,leagues,1557042,2026-09-19T14:00:00Z,Scottish_League_One,Cove Rangers,Ross County,v3/binary,0.2945,0.2247,0.4807,0.7967,0.6003,0.4045,0.5555,0.3873,0.4913,0.3428,0.0929,
2026-09-19T07:48:19Z,2026-09-19,leagues,1601536,2026-09-19T13:00:00Z,Serie_B_Italy,Cremonese,Virtus Entella,v3/binary,0.5402,0.1835,0.2764,0.6864,0.4593,0.5191,0.8684,0.3881,0.8003,0.5605,0.1555,
2026-09-19T07:48:19Z,2026-09-19,leagues,1563759,2026-09-19T14:00:00Z,League_Two,Crewe,Shrewsbury,v3/binary,0.6240,0.2053,0.1707,0.5880,0.4042,0.5839,0.7630,0.3732,0.6576,0.3464,0.4141,
2026-09-19T07:48:19Z,2026-09-19,leagues,1490485,2026-09-19T23:30:00Z,MLS,DC United,Charlotte,v3/binary,0.2105,0.3510,0.4386,0.8169,0.5204,0.5244,0.7007,0.6420,0.5828,0.5077,0.2435,
2026-09-19T07:48:19Z,2026-09-19,leagues,1560243,2026-09-19T17:30:00Z,Hungarian_NB_I,Debreceni VSC,Vasas,v3/binary,0.3900,0.2883,0.3217,0.9019,0.6295,0.3739,0.4714,0.5676,0.4109,0.4254,0.3140,
2026-09-19T07:48:19Z,2026-09-19,leagues,1549786,2026-09-19T23:10:00Z,Colombia_PrimeraA,Deportivo Cali,Cucuta,v3/binary,0.6489,0.2287,0.1224,0.8456,0.3302,0.6565,0.8128,0.5262,0.8185,0.6187,0.0675,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1639782,2026-09-19T21:30:00Z,Primera_Division_Uruguay,Deportivo Maldonado,Cerro Largo,v3/binary,0.5139,0.4331,0.1506,0.7100,0.4401,0.5549,0.7475,0.5043,0.6655,0.4665,0.1946,DRAW
2026-09-19T07:48:19Z,2026-09-19,leagues,1493694,2026-09-19T23:00:00Z,USL_Championship,Detroit City,Pittsburgh Riverhounds,v3/binary,0.2567,0.3864,0.3569,0.4772,0.2482,0.7453,0.9500,0.2987,0.7072,0.3147,0.2947,
2026-09-19T07:48:19Z,2026-09-19,leagues,1571847,2026-09-19T15:00:00Z,Hungarian_NB_II,Diosgyori VTK,Gyirmot SE,v3/binary,0.4745,0.1955,0.3300,0.9391,0.7084,0.3053,0.5256,0.7201,0.4748,0.3566,0.2958,
2026-09-19T07:48:19Z,2026-09-19,leagues,1557784,2026-09-19T14:00:00Z,Scottish_League_Two,Dumbarton,Spartans,v3/binary,0.1303,0.3955,0.4742,0.9500,0.5025,0.4896,0.6957,0.6845,0.7198,0.5839,0.1664,
2026-09-19T07:48:19Z,2026-09-19,leagues,1551111,2026-09-19T11:00:00Z,Bulgaria_First_League,Dunav Ruse,Botev Vratsa,v3/binary,0.3662,0.2151,0.4187,0.7791,0.4436,0.5423,0.9500,0.5551,0.8507,0.5998,0.2597,
2026-09-19T07:48:19Z,2026-09-19,leagues,1556664,2026-09-19T14:00:00Z,Scottish_Premiership,Dundee,Motherwell,v3/binary,0.3626,0.2204,0.4169,0.6577,0.5775,0.4041,0.6172,0.5352,0.5435,0.3117,0.3920,
2026-09-19T07:48:19Z,2026-09-19,leagues,1576186,2026-09-19T18:30:00Z,Germany_2_Bundesliga,Dynamo Dresden,Hertha BSC,v3/binary,0.4373,0.1067,0.4560,0.6920,0.5098,0.5093,0.7273,0.5309,0.7239,0.4409,0.4978,
2026-09-19T07:48:19Z,2026-09-19,leagues,1557043,2026-09-19T14:00:00Z,Scottish_League_One,East Fife,Montrose,v3/binary,0.3959,0.4563,0.1417,0.7543,0.3719,0.6429,0.6794,0.5504,0.5472,0.4083,0.1670,DRAW
2026-09-19T07:48:19Z,2026-09-19,leagues,1555701,2026-09-19T09:30:00Z,J3_League,Ehime FC,Kamatamare Sanuki,v3/binary,0.5986,0.1154,0.2860,0.7789,0.7198,0.2967,0.5437,0.6001,0.5236,0.3433,0.1078,OVER_2_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1575170,2026-09-19T13:30:00Z,Germany_Bundesliga,Eintracht Frankfurt,SC Freiburg,v3/binary,0.3258,0.3237,0.3505,0.8560,0.7834,0.2545,0.5979,0.8369,0.4647,0.3381,0.3041,OVER_2_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1591307,2026-09-19T16:00:00Z,2_Lig_Turkey,Elazığspor,Aliağa FAŞ,v3/binary,0.4419,0.2917,0.2664,0.7539,0.5508,0.4745,0.6029,0.5041,0.4995,0.3858,0.1755,
2026-09-19T07:48:19Z,2026-09-19,leagues,1569932,2026-09-19T16:30:00Z,Spanish_Segunda,Eldense,Eibar,v3/binary,0.3599,0.2828,0.3573,0.6147,0.4582,0.5330,0.8549,0.4162,0.7302,0.4305,0.3824,
2026-09-19T07:48:19Z,2026-09-19,leagues,1557785,2026-09-19T14:00:00Z,Scottish_League_Two,Elgin City,Stranraer,v3/binary,0.3923,0.2545,0.3532,0.7844,0.4860,0.5333,0.7446,0.5657,0.7699,0.5581,0.4140,
2026-09-19T07:48:19Z,2026-09-19,leagues,1585762,2026-09-19T17:00:00Z,1_Lig_Turkey,Esenler Erokspor,Fatih Karagümrük,v3/binary,0.4727,0.2322,0.2951,0.7158,0.4053,0.6056,0.8341,0.4543,0.7902,0.6213,0.3056,
2026-09-19T07:48:19Z,2026-09-19,leagues,1557410,2026-09-19T14:00:00Z,Premier_League,Everton,Ipswich,v3/binary,0.5440,0.3713,0.0847,0.9023,0.5965,0.4132,0.6631,0.5797,0.6108,0.6113,0.1571,
2026-09-19T07:48:19Z,2026-09-19,leagues,1563760,2026-09-19T14:00:00Z,League_Two,Exeter City,Tranmere,v3/binary,0.3316,0.3841,0.2843,0.6867,0.5232,0.4880,0.7672,0.4556,0.6425,0.4617,0.0915,
2026-09-19T07:48:19Z,2026-09-19,leagues,1556076,2026-09-19T10:00:00Z,J1_League,Fagiano Okayama,Kyoto Sanga,v3/binary,0.2470,0.4367,0.3162,0.6759,0.2776,0.7099,0.9500,0.5623,0.7969,0.5938,0.3474,
2026-09-19T07:48:19Z,2026-09-19,leagues,1569928,2026-09-19T14:15:00Z,Spanish_Segunda,FC Andorra,Sporting Gijon,v3/binary,0.6359,0.0749,0.3031,0.6904,0.6397,0.3630,0.6724,0.5272,0.6450,0.3240,0.2743,HOME_WIN
2026-09-19T07:48:19Z,2026-09-19,leagues,1507071,2026-09-19T10:00:00Z,K1_League,FC Anyang,Ulsan Hyundai FC,v3/binary,0.3588,0.1185,0.5227,0.8448,0.6504,0.3534,0.5692,0.6720,0.5711,0.4139,0.2192,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1555395,2026-09-19T16:00:00Z,Swiss_Super_League,FC Luzern,Grasshoppers,v3/binary,0.4029,0.2129,0.3841,0.9500,0.9069,0.1960,0.5549,0.6819,0.5343,0.4913,0.2134,OVER_2_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1584008,2026-09-19T14:30:00Z,Germany_3_Liga,FC Saarbrücken,SG Sonnenhof Grossaspach,v3/binary,0.6127,0.2018,0.1856,0.8338,0.5667,0.4377,0.6765,0.5612,0.5743,0.4737,0.2421,
2026-09-19T07:48:19Z,2026-09-19,leagues,1555397,2026-09-19T16:00:00Z,Swiss_Super_League,FC Sion,FC Zurich,v3/binary,0.7801,0.1300,0.0899,0.9500,0.9500,0.2005,0.5766,0.4651,0.5993,0.5180,0.0780,OVER_2_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1556072,2026-09-19T10:00:00Z,J1_League,FC Tokyo,Nagoya Grampus,v3/binary,0.5368,0.2763,0.1869,0.6615,0.4004,0.6085,0.6812,0.4350,0.5082,0.3298,0.2268,
2026-09-19T07:48:19Z,2026-09-19,leagues,1584012,2026-09-19T12:00:00Z,Germany_3_Liga,FC Viktoria Köln,FC Ingolstadt 04,v3/binary,0.4378,0.1128,0.4494,0.9500,0.7408,0.2731,0.7273,0.6794,0.6626,0.6171,0.3368,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1551565,2026-09-19T16:00:00Z,Slovak_SuperLiga,FK Košice,Ružomberok,v3/binary,0.7386,0.2610,0.0469,0.9198,0.7657,0.2423,0.5411,0.7048,0.4420,0.4629,0.0574,HOME_WIN
2026-09-19T07:48:19Z,2026-09-19,leagues,1574735,2026-09-19T12:45:00Z,Championnat_National,Fleury 91,Thionville Lusitanos,v3/binary,0.5159,0.3062,0.1778,0.8526,0.5466,0.4691,0.6819,0.4998,0.5885,0.5263,0.2173,
2026-09-19T07:48:19Z,2026-09-19,leagues,1557786,2026-09-19T14:00:00Z,Scottish_League_Two,Forfar Athletic,Annan Athletic,v3/binary,0.4368,0.2148,0.3484,0.7519,0.5025,0.5136,0.8038,0.5717,0.7958,0.5186,0.3388,
2026-09-19T07:48:19Z,2026-09-19,leagues,1494001,2026-09-19T23:30:00Z,USL_League_One,Fort Wayne,Naples,v3/binary,0.6855,0.1744,0.1401,0.6938,0.4296,0.5728,0.7588,0.3865,0.6660,0.4701,0.1217,
2026-09-19T07:48:19Z,2026-09-19,leagues,1494002,2026-09-19T23:00:00Z,USL_League_One,Forward Madison,Alta,v3/binary,0.8268,0.1185,0.0547,0.9432,0.7575,0.2427,0.4994,0.5194,0.4777,0.4593,0.0625,OVER_2_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1606658,2026-09-19T09:30:00Z,J2_League,Fujieda MYFC,Omiya Ardija,v3/binary,0.3739,0.2088,0.4173,0.8045,0.5729,0.4383,0.6166,0.5830,0.6191,0.4530,0.3252,
2026-09-19T07:48:19Z,2026-09-19,leagues,1555702,2026-09-19T10:00:00Z,J3_League,Gainare Tottori,Nara Club,v3/binary,0.5700,0.1574,0.2726,0.9415,0.7018,0.3155,0.6421,0.7656,0.6548,0.6032,0.2063,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1563761,2026-09-19T14:00:00Z,League_Two,Gillingham,Bristol Rovers,v3/binary,0.3360,0.1705,0.4935,0.7263,0.5601,0.4453,0.6392,0.5250,0.6041,0.4530,0.2050,
2026-09-19T07:48:19Z,2026-09-19,leagues,1575504,2026-09-19T14:30:00Z,Liga_Portugal,GIL Vicente,Maritimo,v3/binary,0.5975,0.1820,0.2205,0.5728,0.4440,0.5686,0.8091,0.3861,0.6867,0.3140,0.2614,
2026-09-19T07:48:19Z,2026-09-19,leagues,1493141,2026-09-19T17:30:00Z,Liga_Profesional_Argentina,Gimnasia L.P.,Banfield,v3/binary,0.5054,0.1533,0.3413,0.6479,0.4182,0.5830,0.9010,0.3891,0.8116,0.4777,0.3443,
2026-09-19T07:48:19Z,2026-09-19,leagues,1493142,2026-09-19T17:30:00Z,Liga_Profesional_Argentina,Gimnasia M.,Deportivo Riestra,v3/binary,0.7323,0.1711,0.0966,0.5119,0.2132,0.7874,0.9500,0.2739,0.8858,0.3579,0.2768,
2026-09-19T07:48:19Z,2026-09-19,leagues,1510453,2026-09-19T10:00:00Z,K2_League,Gimpo Citizen,Busan I Park,v3/binary,0.3589,0.2561,0.3851,0.7632,0.5064,0.5071,0.7761,0.5066,0.7017,0.5637,0.3507,
2026-09-19T07:48:19Z,2026-09-19,leagues,1553173,2026-09-19T15:30:00Z,Ekstraklasa,GKS Katowice,Cracovia Krakow,v3/binary,0.2493,0.5122,0.2385,0.7238,0.4816,0.5101,0.5618,0.6718,0.4655,0.3101,0.3213,
2026-09-19T07:48:19Z,2026-09-19,leagues,1574738,2026-09-19T12:45:00Z,Championnat_National,Gobelins,Bourg-en-bresse 01,v3/binary,0.6654,0.2260,0.1087,0.5540,0.3510,0.6638,0.8997,0.3659,0.8082,0.4022,0.0914,
2026-09-19T07:48:19Z,2026-09-19,leagues,1561931,2026-09-19T17:30:00Z,Austrian_Bundesliga,Grazer AK,Austria Vienna,v3/binary,0.3861,0.1694,0.4445,0.7542,0.6413,0.3712,0.8278,0.4041,0.8198,0.6233,0.3201,
2026-09-19T07:48:19Z,2026-09-19,leagues,1563762,2026-09-19T14:00:00Z,League_Two,Grimsby,Crawley Town,v3/binary,0.5458,0.2381,0.2161,0.8499,0.6010,0.3909,0.6053,0.5649,0.5026,0.4988,0.0925,
2026-09-19T07:48:19Z,2026-09-19,leagues,1552480,2026-09-19T12:00:00Z,Ligue_2,Guingamp,RED Star FC 93,v3/binary,0.5176,0.2426,0.2398,0.6468,0.4701,0.5243,0.6529,0.5733,0.5646,0.3240,0.1905,
2026-09-19T07:48:19Z,2026-09-19,leagues,1575171,2026-09-19T13:30:00Z,Germany_Bundesliga,Hamburger SV,1. FC Köln,v3/binary,0.1578,0.4086,0.4137,0.9500,0.7420,0.2678,0.5758,0.7265,0.5046,0.4938,0.3142,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1557044,2026-09-19T14:00:00Z,Scottish_League_One,Hamilton Academical,Queen of the South,v3/binary,0.6035,0.3029,0.0936,0.8813,0.5585,0.4344,0.6491,0.6377,0.5912,0.4278,0.1742,
2026-09-19T07:48:19Z,2026-09-19,leagues,1555509,2026-09-19T17:15:00Z,Israeli_Premier_League,Hapoel Beer Sheva,Ironi Kiryat Shmona,v3/binary,0.7536,0.0828,0.1636,0.8777,0.5466,0.4381,0.5117,0.4366,0.5069,0.3720,0.1405,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1584010,2026-09-19T12:00:00Z,Germany_3_Liga,Havelse,Fortuna Köln,v3/binary,0.5212,0.1781,0.3008,0.8803,0.6910,0.3249,0.5253,0.6558,0.4671,0.4075,0.2399,OVER_2_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1556665,2026-09-19T14:00:00Z,Scottish_Premiership,Hibernian,Aberdeen,v3/binary,0.5970,0.0740,0.2445,0.8755,0.5870,0.4110,0.7827,0.4738,0.7702,0.6222,0.3496,HOME_WIN
2026-09-19T07:48:19Z,2026-09-19,leagues,1584005,2026-09-19T12:00:00Z,Germany_3_Liga,Hoffenheim II,SV Meppen,v3/binary,0.4901,0.2252,0.2848,0.8738,0.6123,0.3797,0.5952,0.6223,0.5446,0.4585,0.2520,
2026-09-19T07:48:19Z,2026-09-19,leagues,1576183,2026-09-19T11:00:00Z,Germany_2_Bundesliga,Holstein Kiel,VfL Osnabrück,v3/binary,0.5493,0.1236,0.3271,0.7489,0.6764,0.3136,0.5274,0.5978,0.5261,0.3089,0.2188,OVER_2_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1494281,2026-09-19T13:00:00Z,Allsvenskan,IF Brommapojkarna,IFK Goteborg,v3/binary,0.1592,0.2316,0.6091,0.7243,0.3721,0.6275,0.7826,0.3907,0.6748,0.5244,0.4761,
2026-09-19T07:48:19Z,2026-09-19,leagues,1548533,2026-09-19T18:00:00Z,Croatia_HNL,Istra 1961,HNK Gorica,v3/binary,0.5541,0.1141,0.3318,0.7774,0.4111,0.6000,0.7578,0.3906,0.7433,0.4950,0.3597,OVER_1_5
